date,Appliances,lights,T1,RH_1,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint
1/11/2016 20:00,80,30,20.89,51.19333333,6.00E+00,735.2,88,6,40,4.10E+00
1/11/2016 20:10,140,40,20.89,49.8,6.00E+00,735.2333333,87.83333333,6,40,4.07E+00
1/11/2016 20:20,120,20,20.89,48.43333333,6.00E+00,735.2666667,87.66666667,6,40,4.03E+00
1/11/2016 20:30,190,40,20.96333333,47.63333333,6.00E+00,735.3,87.5,6,40,4.00E+00
1/11/2016 20:40,110,40,21.03333333,47.06333333,6.00E+00,735.3333333,87.33333333,6,40,3.97E+00
1/11/2016 20:50,110,40,21.1,46.59666667,6.00E+00,735.3666667,87.16666667,6,40,3.93E+00
1/11/2016 21:00,110,30,21.13333333,46.06,6.00E+00,735.4,87,6,40,3.90E+00
1/11/2016 21:10,110,20,21.2,45.8,5.93E+00,735.4666667,87.16666667,6,40,3.87E+00
1/11/2016 21:20,100,30,21.29,45.9,5.87E+00,735.5333333,87.33333333,6,40,3.83E+00
1/11/2016 21:30,100,20,21.35666667,45.82666667,5.80E+00,735.6,87.5,6,40,3.80E+00
1/11/2016 21:40,100,20,21.39,45.69,5.73E+00,735.6666667,87.66666667,6,40,3.77E+00
1/11/2016 21:50,100,20,21.5,45.33333333,5.67E+00,735.7333333,87.83333333,6,40,3.73E+00
1/11/2016 22:00,110,20,21.5,45.12666667,5.60E+00,735.8,88,6,40,3.70E+00
1/11/2016 22:10,400,20,21.53333333,44.96666667,5.65E+00,735.8833333,87.83333333,6.166666667,40,3.72E+00
1/11/2016 22:20,400,20,21.6,44.76666667,5.70E+00,735.9666667,87.66666667,6.333333333,40,3.73E+00
1/11/2016 22:30,390,30,21.6,44.56,5.75E+00,736.05,87.5,6.5,40,3.75E+00
1/11/2016 22:40,240,20,21.6,44.36,5.80E+00,736.1333333,87.33333333,6.666666667,40,3.77E+00
1/11/2016 22:50,60,20,21.6,44.2,5.85E+00,736.2166667,87.16666667,6.833333333,40,3.78E+00
1/11/2016 23:00,60,20,21.6,44.2,5.90E+00,736.3,87,7,40,3.80E+00
1/11/2016 23:10,60,20,21.6,44.2,5.80E+00,736.4,87.83333333,6.833333333,37,3.85E+00
1/11/2016 23:20,50,10,21.6,44.2,5.70E+00,736.5,88.66666667,6.666666667,34,3.90E+00
1/11/2016 23:30,70,20,21.5,44.23,5.60E+00,736.6,89.5,6.5,31,3.95E+00
1/11/2016 23:40,60,20,21.5,44.36333333,5.50E+00,736.7,90.33333333,6.333333333,28,4.00E+00
1/11/2016 23:50,40,20,21.39,44.43333333,5.40E+00,736.8,91.16666667,6.166666667,25,4.05E+00
1/12/2016 0:00,40,10,21.39,44.56,5.30E+00,736.9,92,6,22,4.10E+00
1/12/2016 0:10,30,20,21.29,44.82666667,5.27E+00,737,92,6,25,4.07E+00
1/12/2016 0:20,40,20,21.29,44.96666667,5.23E+00,737.1,92,6,28,4.03E+00
1/12/2016 0:30,50,20,21.26,45.09,5.20E+00,737.2,92,6,31,4.00E+00
1/12/2016 0:40,310,10,21.2,45.09,5.17E+00,737.3,92,6,34,3.97E+00
1/12/2016 0:50,380,20,21.16666667,45.23,5.13E+00,737.4,92,6,37,3.93E+00
1/12/2016 1:00,380,20,21.075,45.3725,5.10E+00,737.5,92,6,40,3.90E+00
1/12/2016 1:10,370,20,21,45.4,5.12E+00,737.6333333,92,5.833333333,40,3.92E+00
1/12/2016 1:20,120,10,21,45.59,5.13E+00,737.7666667,92,5.666666667,40,3.93E+00
1/12/2016 1:30,50,0,20.92666667,45.59,5.15E+00,737.9,92,5.5,40,3.95E+00
1/12/2016 1:40,40,0,20.89,45.66666667,5.17E+00,738.0333333,92,5.333333333,40,3.97E+00
1/12/2016 1:50,50,0,20.89,46.06,5.18E+00,738.1666667,92,5.166666667,40,3.98E+00
1/12/2016 2:00,40,0,20.79,46.2,5.20E+00,738.3,92,5,40,4.00E+00
1/12/2016 2:10,50,0,20.79,46.2,5.13E+00,738.4,92,4.833333333,40,3.93E+00
1/12/2016 2:20,50,0,20.7,46.26,5.07E+00,738.5,92,4.666666667,40,3.87E+00
1/12/2016 2:30,50,0,20.7,46.2,5.00E+00,738.6,92,4.5,40,3.80E+00
1/12/2016 2:40,40,0,20.6,46.2,4.93E+00,738.7,92,4.333333333,40,3.73E+00
1/12/2016 2:50,40,0,20.6,46.12666667,4.87E+00,738.8,92,4.166666667,40,3.67E+00
1/12/2016 3:00,30,0,20.56666667,46.06666667,4.80E+00,738.9,92,4,40,3.60E+00
1/12/2016 3:10,20,0,20.5,46.2,4.82E+00,739.0166667,92.16666667,4.333333333,40,3.63E+00
1/12/2016 3:20,20,0,20.5,46.29,4.83E+00,739.1333333,92.33333333,4.666666667,40,3.67E+00
1/12/2016 3:30,40,0,20.42666667,46.23,4.85E+00,739.25,92.5,5,40,3.70E+00
1/12/2016 3:40,50,0,20.39,46.29,4.87E+00,739.3666667,92.66666667,5.333333333,40,3.73E+00
1/12/2016 3:50,50,0,20.39,46.36333333,4.88E+00,739.4833333,92.83333333,5.666666667,40,3.77E+00
1/12/2016 4:00,40,0,20.29,46.5,4.90E+00,739.6,93,6,40,3.80E+00
1/12/2016 4:10,50,0,20.29,46.545,4.92E+00,739.65,92.66666667,5.833333333,40,3.77E+00
1/12/2016 4:20,40,0,20.23,46.5,4.93E+00,739.7,92.33333333,5.666666667,40,3.73E+00
1/12/2016 4:30,40,0,20.2,46.43333333,4.95E+00,739.75,92,5.5,40,3.70E+00
1/12/2016 4:40,40,0,20.2,46.56,4.97E+00,739.8,91.66666667,5.333333333,40,3.67E+00
1/12/2016 4:50,60,0,20.16666667,46.36333333,4.98E+00,739.85,91.33333333,5.166666667,40,3.63E+00
1/12/2016 5:00,50,0,20.1,46.36333333,5.00E+00,739.9,91,5,40,3.60E+00
1/12/2016 5:10,50,0,20.1,46.5,4.98E+00,739.9666667,91.66666667,4.833333333,40,3.68E+00
1/12/2016 5:20,40,0,20.03333333,46.36,4.97E+00,740.0333333,92.33333333,4.666666667,40,3.77E+00
1/12/2016 5:30,40,0,20,46.29,4.95E+00,740.1,93,4.5,40,3.85E+00
1/12/2016 5:40,40,0,20,46.29,4.93E+00,740.1666667,93.66666667,4.333333333,40,3.93E+00
1/12/2016 5:50,40,0,20,46.23,4.92E+00,740.2333333,94.33333333,4.166666667,40,4.02E+00
1/12/2016 6:00,50,0,19.92666667,46.23,4.90E+00,740.3,95,4,40,4.10E+00
1/12/2016 6:10,70,10,19.89,46.23,4.93E+00,740.4333333,94.66666667,4.166666667,38.16666667,4.10E+00
1/12/2016 6:20,40,0,19.89,46.43,4.97E+00,740.5666667,94.33333333,4.333333333,36.33333333,4.10E+00
1/12/2016 6:30,30,0,19.89,46.62666667,5.00E+00,740.7,94,4.5,34.5,4.10E+00
1/12/2016 6:40,20,10,19.89,46.7,5.03E+00,740.8333333,93.66666667,4.666666667,32.66666667,4.10E+00
1/12/2016 6:50,30,0,19.89,46.86333333,5.07E+00,740.9666667,93.33333333,4.833333333,30.83333333,4.10E+00
1/12/2016 7:00,40,10,19.82333333,46.86333333,5.10E+00,741.1,93,5,29,4.10E+00
1/12/2016 7:10,50,10,19.85666667,46.93,5.10E+00,741.2166667,92.66666667,5,30.83333333,4.05E+00
1/12/2016 7:20,60,20,19.79,46.79,5.10E+00,741.3333333,92.33333333,5,32.66666667,4.00E+00
1/12/2016 7:30,60,20,19.79,46.895,5.10E+00,741.45,92,5,34.5,3.95E+00
1/12/2016 7:40,70,20,19.79,47.42666667,5.10E+00,741.5666667,91.66666667,5,36.33333333,3.90E+00
1/12/2016 7:50,60,30,19.79,48.36666667,5.10E+00,741.6833333,91.33333333,5,38.16666667,3.85E+00
1/12/2016 8:00,140,20,19.79,48.66666667,5.10E+00,741.8,91,5,40,3.80E+00
1/12/2016 8:10,110,30,19.79,48.53333333,5.05E+00,741.8833333,91,5,40,3.73E+00
1/12/2016 8:20,90,10,19.89,50,5.00E+00,741.9666667,91,5,40,3.67E+00
1/12/2016 8:30,60,0,19.89,48.73333333,4.95E+00,742.05,91,5,40,3.60E+00
1/12/2016 8:40,60,0,19.89,48.02666667,4.90E+00,742.1333333,91,5,40,3.53E+00
1/12/2016 8:50,60,0,19.89,47.63333333,4.85E+00,742.2166667,91,5,40,3.47E+00
1/12/2016 9:00,50,0,19.85666667,47.06333333,4.80E+00,742.3,91,5,40,3.40E+00
1/12/2016 9:10,60,0,19.79,46.65666667,4.88E+00,742.3833333,91,5,38.16666667,3.48E+00
1/12/2016 9:20,50,0,19.79,46.33333333,4.97E+00,742.4666667,91,5,36.33333333,3.57E+00
1/12/2016 9:30,30,0,19.79,46.06666667,5.05E+00,742.55,91,5,34.5,3.65E+00
1/12/2016 9:40,40,0,19.76,45.86333333,5.13E+00,742.6333333,91,5,32.66666667,3.73E+00
1/12/2016 9:50,30,0,19.7,45.79,5.22E+00,742.7166667,91,5,30.83333333,3.82E+00
1/12/2016 10:00,260,0,19.7,45.66333333,5.30E+00,742.8,91,5,29,3.90E+00
1/12/2016 10:10,500,0,19.7,45.59,5.48E+00,742.8833333,90.16666667,5,30.83333333,3.95E+00
1/12/2016 10:20,450,0,19.73,47.79333333,5.67E+00,742.9666667,89.33333333,5,32.66666667,4.00E+00
1/12/2016 10:30,50,10,19.79,48.79333333,5.85E+00,743.05,88.5,5,34.5,4.05E+00
1/12/2016 10:40,60,0,19.89,47.94,6.03E+00,743.1333333,87.66666667,5,36.33333333,4.10E+00
1/12/2016 10:50,60,0,19.89,47.16,6.22E+00,743.2166667,86.83333333,5,38.16666667,4.15E+00
1/12/2016 11:00,50,0,19.89,46.76666667,6.40E+00,743.3,86,5,40,4.20E+00
1/12/2016 11:10,50,0,20,46.29666667,6.50E+00,743.3333333,85.16666667,5.333333333,38,4.17E+00
1/12/2016 11:20,50,0,20,45.96333333,6.60E+00,743.3666667,84.33333333,5.666666667,36,4.13E+00
1/12/2016 11:30,60,0,20,46.22333333,6.70E+00,743.4,83.5,6,34,4.10E+00
1/12/2016 11:40,60,0,20,45.96333333,6.80E+00,743.4333333,82.66666667,6.333333333,32,4.07E+00
1/12/2016 11:50,60,0,20,45.72333333,6.90E+00,743.4666667,81.83333333,6.666666667,30,4.03E+00
1/12/2016 12:00,60,0,20,45.66333333,7.00E+00,743.5,81,7,28,4.00E+00
1/12/2016 12:10,190,0,20.03333333,45.5,7.08E+00,743.5,80.66666667,7,30,4.02E+00
1/12/2016 12:20,220,0,20.1,45.69333333,7.17E+00,743.5,80.33333333,7,32,4.03E+00
1/12/2016 12:30,170,0,20.1,45.4,7.25E+00,743.5,80,7,34,4.05E+00
1/12/2016 12:40,390,0,20.1,45.32666667,7.33E+00,743.5,79.66666667,7,36,4.07E+00
1/12/2016 12:50,90,0,20.1,45.32666667,7.42E+00,743.5,79.33333333,7,38,4.08E+00
1/12/2016 13:00,60,0,20.16666667,46.99333333,7.50E+00,743.5,79,7,40,4.10E+00
1/12/2016 13:10,290,0,20.1,46.43,7.42E+00,743.5,79.33333333,7.166666667,40,4.07E+00
1/12/2016 13:20,130,0,20.1,46.03,7.33E+00,743.5,79.66666667,7.333333333,40,4.03E+00
1/12/2016 13:30,140,0,20.06666667,45.36333333,7.25E+00,743.5,80,7.5,40,4.00E+00
1/12/2016 13:40,240,0,20,44.96333333,7.17E+00,743.5,80.33333333,7.666666667,40,3.97E+00
1/12/2016 13:50,50,0,20,44.76,7.08E+00,743.5,80.66666667,7.833333333,40,3.93E+00
1/12/2016 14:00,60,0,20,44.595,7.00E+00,743.5,81,8,40,3.90E+00
1/12/2016 14:10,60,0,20,44.43333333,6.98E+00,743.55,80.16666667,7.5,40,3.73E+00
1/12/2016 14:20,60,0,20,44.26,6.97E+00,743.6,79.33333333,7,40,3.57E+00
1/12/2016 14:30,370,0,20,44.2,6.95E+00,743.65,78.5,6.5,40,3.40E+00
1/12/2016 14:40,200,0,20,44.06,6.93E+00,743.7,77.66666667,6,40,3.23E+00
1/12/2016 14:50,70,0,20,44.06,6.92E+00,743.75,76.83333333,5.5,40,3.07E+00
1/12/2016 15:00,50,0,20,44.09,6.90E+00,743.8,76,5,40,2.90E+00
1/12/2016 15:10,40,0,20,44.03,6.80E+00,743.8166667,77,4.833333333,40,3.00E+00
1/12/2016 15:20,40,0,19.96333333,43.9,6.70E+00,743.8333333,78,4.666666667,40,3.10E+00
1/12/2016 15:30,30,0,19.96333333,43.9,6.60E+00,743.85,79,4.5,40,3.20E+00
1/12/2016 15:40,30,0,20,43.86333333,6.50E+00,743.8666667,80,4.333333333,40,3.30E+00
1/12/2016 15:50,30,0,20.06666667,43.86333333,6.40E+00,743.8833333,81,4.166666667,40,3.40E+00
1/12/2016 16:00,30,0,20.1,43.79,6.30E+00,743.9,82,4,40,3.50E+00
1/12/2016 16:10,40,0,20.1,43.73,6.33E+00,743.95,80.83333333,4.5,38.16666667,3.30E+00
1/12/2016 16:20,50,0,20.1,43.56,6.37E+00,744,79.66666667,5,36.33333333,3.10E+00
1/12/2016 16:30,40,0,20.1,43.43333333,6.40E+00,744.05,78.5,5.5,34.5,2.90E+00
1/12/2016 16:40,40,0,20.1,43.16333333,6.43E+00,744.1,77.33333333,6,32.66666667,2.70E+00
1/12/2016 16:50,40,0,20.1,43.03,6.47E+00,744.15,76.16666667,6.5,30.83333333,2.50E+00
1/12/2016 17:00,60,0,20.06666667,42.83333333,6.50E+00,744.2,75,7,29,2.30E+00
1/12/2016 17:10,60,10,20,42.6725,6.32E+00,744.2833333,76.66666667,7,30.83333333,2.43E+00
1/12/2016 17:20,210,20,20,42.53,6.13E+00,744.3666667,78.33333333,7,32.66666667,2.57E+00
1/12/2016 17:30,380,20,20.03333333,43.49666667,5.95E+00,744.45,80,7,34.5,2.70E+00
1/12/2016 17:40,370,40,20.03333333,42.96333333,5.77E+00,744.5333333,81.66666667,7,36.33333333,2.83E+00
1/12/2016 17:50,230,30,20,43.16,5.58E+00,744.6166667,83.33333333,7,38.16666667,2.97E+00
1/12/2016 18:00,80,40,20,43.9,5.40E+00,744.7,85,7,40,3.10E+00
1/12/2016 18:10,90,30,20,43.7,5.30E+00,744.75,86,6.833333333,40,3.15E+00
1/12/2016 18:20,70,20,20,43.76,5.20E+00,744.8,87,6.666666667,40,3.20E+00
1/12/2016 18:30,40,10,20.03333333,44,5.10E+00,744.85,88,6.5,40,3.25E+00
1/12/2016 18:40,40,0,20.1,44.26,5.00E+00,744.9,89,6.333333333,40,3.30E+00
1/12/2016 18:50,30,0,20.1,44.2,4.90E+00,744.95,90,6.166666667,40,3.35E+00
1/12/2016 19:00,50,0,20.1,44.12666667,4.80E+00,745,91,6,40,3.40E+00
1/12/2016 19:10,50,0,20.1,44.06,4.75E+00,745.0333333,91.33333333,6.166666667,40,3.40E+00
1/12/2016 19:20,60,0,20.1,44,4.70E+00,745.0666667,91.66666667,6.333333333,40,3.40E+00
1/12/2016 19:30,50,0,20.1,43.9,4.65E+00,745.1,92,6.5,40,3.40E+00
1/12/2016 19:40,60,0,20.1,43.82666667,4.60E+00,745.1333333,92.33333333,6.666666667,40,3.40E+00
1/12/2016 19:50,60,0,20.03333333,43.73,4.55E+00,745.1666667,92.66666667,6.833333333,40,3.40E+00
1/12/2016 20:00,60,0,20.1,43.73,4.50E+00,745.2,93,7,40,3.40E+00
1/12/2016 20:10,50,0,20.06666667,43.49,4.53E+00,745.3166667,92.66666667,6.833333333,40,3.40E+00
1/12/2016 20:20,50,0,20,43.29,4.57E+00,745.4333333,92.33333333,6.666666667,40,3.40E+00
1/12/2016 20:30,50,0,20,43.145,4.60E+00,745.55,92,6.5,40,3.40E+00
1/12/2016 20:40,50,0,20,43.06,4.63E+00,745.6666667,91.66666667,6.333333333,40,3.40E+00
1/12/2016 20:50,50,0,19.92666667,43,4.67E+00,745.7833333,91.33333333,6.166666667,40,3.40E+00
1/12/2016 21:00,60,0,19.89,42.86333333,4.70E+00,745.9,91,6,40,3.40E+00
1/12/2016 21:10,60,0,19.89,42.79,4.80E+00,745.95,90.5,6.166666667,38.16666667,3.42E+00
1/12/2016 21:20,40,0,19.89,42.7,4.90E+00,746,90,6.333333333,36.33333333,3.43E+00
1/12/2016 21:30,30,0,19.82333333,42.62666667,5.00E+00,746.05,89.5,6.5,34.5,3.45E+00
1/12/2016 21:40,30,20,19.79,42.59,5.10E+00,746.1,89,6.666666667,32.66666667,3.47E+00
1/12/2016 21:50,30,10,19.79,42.72333333,5.20E+00,746.15,88.5,6.833333333,30.83333333,3.48E+00
1/12/2016 22:00,40,0,19.76,42.76,5.30E+00,746.2,88,7,29,3.50E+00
1/12/2016 22:10,50,10,19.7,42.7,5.33E+00,746.2666667,87.33333333,6.833333333,30.83333333,3.40E+00
1/12/2016 22:20,50,0,19.7,42.7,5.37E+00,746.3333333,86.66666667,6.666666667,32.66666667,3.30E+00
1/12/2016 22:30,50,0,19.63333333,42.62666667,5.40E+00,746.4,86,6.5,34.5,3.20E+00
1/12/2016 22:40,40,0,19.66666667,43,5.43E+00,746.4666667,85.33333333,6.333333333,36.33333333,3.10E+00
1/12/2016 22:50,50,0,19.6,43,5.47E+00,746.5333333,84.66666667,6.166666667,38.16666667,3.00E+00
1/12/2016 23:00,40,0,19.6,43,5.50E+00,746.6,84,6,40,2.90E+00
1/12/2016 23:10,40,0,19.53333333,43,5.58E+00,746.7333333,83.33333333,6.333333333,40,2.87E+00
1/12/2016 23:20,40,0,19.5,43.09,5.67E+00,746.8666667,82.66666667,6.666666667,40,2.83E+00
1/12/2016 23:30,40,0,19.5,43.09,5.75E+00,747,82,7,40,2.80E+00
1/12/2016 23:40,50,0,19.5,43.145,5.83E+00,747.1333333,81.33333333,7.333333333,40,2.77E+00
1/12/2016 23:50,50,0,19.5,43.2,5.92E+00,747.2666667,80.66666667,7.666666667,40,2.73E+00
1/13/2016 0:00,50,0,19.42666667,43.2,6.00E+00,747.4,80,8,40,2.70E+00
1/13/2016 0:10,30,0,19.39,43.2,5.88E+00,747.5333333,81.33333333,8,37.83333333,2.83E+00
1/13/2016 0:20,20,0,19.39,43.26,5.77E+00,747.6666667,82.66666667,8,35.66666667,2.97E+00
1/13/2016 0:30,30,0,19.39,43.29,5.65E+00,747.8,84,8,33.5,3.10E+00
1/13/2016 0:40,20,0,19.39,43.36333333,5.53E+00,747.9333333,85.33333333,8,31.33333333,3.23E+00
1/13/2016 0:50,40,0,19.39,43.4,5.42E+00,748.0666667,86.66666667,8,29.16666667,3.37E+00
1/13/2016 1:00,50,0,19.32333333,43.46666667,5.30E+00,748.2,88,8,27,3.50E+00
1/13/2016 1:10,60,0,19.29,43.5,5.30E+00,748.3166667,88.5,8,26,3.57E+00
1/13/2016 1:20,50,0,19.29,43.56,5.30E+00,748.4333333,89,8,25,3.63E+00
1/13/2016 1:30,40,0,19.29,43.59,5.30E+00,748.55,89.5,8,24,3.70E+00
1/13/2016 1:40,40,0,19.29,43.59,5.30E+00,748.6666667,90,8,23,3.77E+00
1/13/2016 1:50,50,0,19.29,43.7,5.30E+00,748.7833333,90.5,8,22,3.83E+00
1/13/2016 2:00,40,0,19.29,43.76,5.30E+00,748.9,91,8,21,3.90E+00
1/13/2016 2:10,40,0,19.2,43.7,5.33E+00,749.0833333,90.66666667,8,21.5,3.88E+00
1/13/2016 2:20,50,0,19.2,43.76,5.37E+00,749.2666667,90.33333333,8,22,3.87E+00
1/13/2016 2:30,50,0,19.2,43.79,5.40E+00,749.45,90,8,22.5,3.85E+00
1/13/2016 2:40,50,0,19.2,43.86333333,5.43E+00,749.6333333,89.66666667,8,23,3.83E+00
1/13/2016 2:50,40,0,19.2,43.9,5.47E+00,749.8166667,89.33333333,8,23.5,3.82E+00
1/13/2016 3:00,30,0,19.1,43.93333333,5.50E+00,750,89,8,24,3.80E+00
1/13/2016 3:10,20,0,19.1,44,5.48E+00,750.2,89,8,24,3.78E+00
1/13/2016 3:20,20,0,19.1,44,5.47E+00,750.4,89,8,24,3.77E+00
1/13/2016 3:30,20,0,19.1,44,5.45E+00,750.6,89,8,24,3.75E+00
1/13/2016 3:40,50,0,19.1,44.09,5.43E+00,750.8,89,8,24,3.73E+00
1/13/2016 3:50,50,0,19.1,44.09,5.42E+00,751,89,8,24,3.72E+00
1/13/2016 4:00,50,0,19.03333333,44.03,5.40E+00,751.2,89,8,24,3.70E+00
1/13/2016 4:10,40,0,19.03333333,44.09,5.37E+00,751.3166667,89.16666667,8,23.66666667,3.68E+00
1/13/2016 4:20,40,0,19,44.09,5.33E+00,751.4333333,89.33333333,8,23.33333333,3.67E+00
1/13/2016 4:30,50,0,19,44.09,5.30E+00,751.55,89.5,8,23,3.65E+00
1/13/2016 4:40,40,0,19,44.09,5.27E+00,751.6666667,89.66666667,8,22.66666667,3.63E+00
1/13/2016 4:50,50,0,19,44.16333333,5.23E+00,751.7833333,89.83333333,8,22.33333333,3.62E+00
1/13/2016 5:00,50,0,18.96333333,44.2,5.20E+00,751.9,90,8,22,3.60E+00
1/13/2016 5:10,50,0,18.89,44.2,5.17E+00,752.05,90,7.833333333,22.16666667,3.57E+00
1/13/2016 5:20,40,0,18.89,44.2,5.13E+00,752.2,90,7.666666667,22.33333333,3.53E+00
1/13/2016 5:30,40,0,18.89,44.2,5.10E+00,752.35,90,7.5,22.5,3.50E+00
1/13/2016 5:40,50,0,18.89,44.23,5.07E+00,752.5,90,7.333333333,22.66666667,3.47E+00
1/13/2016 5:50,20,0,18.89,44.29,5.03E+00,752.65,90,7.166666667,22.83333333,3.43E+00
1/13/2016 6:00,20,0,18.89,44.29,5.00E+00,752.8,90,7,23,3.40E+00
1/13/2016 6:10,50,0,18.865,44.365,5.02E+00,752.9833333,89.83333333,6.833333333,25.83333333,3.40E+00
1/13/2016 6:20,30,10,18.79,44.72333333,5.03E+00,753.1666667,89.66666667,6.666666667,28.66666667,3.40E+00
1/13/2016 6:30,50,10,18.89,45.03,5.05E+00,753.35,89.5,6.5,31.5,3.40E+00
1/13/2016 6:40,50,10,18.89,45.09,5.07E+00,753.5333333,89.33333333,6.333333333,34.33333333,3.40E+00
1/13/2016 6:50,200,0,18.89,45,5.08E+00,753.7166667,89.16666667,6.166666667,37.16666667,3.40E+00
1/13/2016 7:00,110,10,18.89,45,5.10E+00,753.9,89,6,40,3.40E+00
1/13/2016 7:10,80,10,18.79,44.63333333,5.08E+00,753.9666667,89.16666667,5.833333333,36.66666667,3.40E+00
1/13/2016 7:20,50,0,18.79,44.5,5.07E+00,754.0333333,89.33333333,5.666666667,33.33333333,3.40E+00
1/13/2016 7:30,50,0,18.79,44.59,5.05E+00,754.1,89.5,5.5,30,3.40E+00
1/13/2016 7:40,50,0,18.79,44.53,5.03E+00,754.1666667,89.66666667,5.333333333,26.66666667,3.40E+00
1/13/2016 7:50,40,0,18.79,44.36333333,5.02E+00,754.2333333,89.83333333,5.166666667,23.33333333,3.40E+00
1/13/2016 8:00,40,0,18.79,44.23,5.00E+00,754.3,90,5,20,3.40E+00
1/13/2016 8:10,30,0,18.79,44.06,5.00E+00,754.45,89.66666667,4.833333333,21.5,3.37E+00
1/13/2016 8:20,180,20,18.79,43.93333333,5.00E+00,754.6,89.33333333,4.666666667,23,3.33E+00
1/13/2016 8:30,350,30,18.79,43.9,5.00E+00,754.75,89,4.5,24.5,3.30E+00
1/13/2016 8:40,350,20,18.79,43.9,5.00E+00,754.9,88.66666667,4.333333333,26,3.27E+00
1/13/2016 8:50,300,30,18.79,44,5.00E+00,755.05,88.33333333,4.166666667,27.5,3.23E+00
1/13/2016 9:00,400,20,18.85666667,44.06,5.00E+00,755.2,88,4,29,3.20E+00
1/13/2016 9:10,390,30,18.89,44.23,5.00E+00,755.3166667,88,4.166666667,30.83333333,3.18E+00
1/13/2016 9:20,290,30,18.9975,44.3975,5.00E+00,755.4333333,88,4.333333333,32.66666667,3.17E+00
1/13/2016 9:30,60,30,19.1,44.5,5.00E+00,755.55,88,4.5,34.5,3.15E+00
1/13/2016 9:40,70,20,19.13333333,44.5,5.00E+00,755.6666667,88,4.666666667,36.33333333,3.13E+00
1/13/2016 9:50,110,30,19.2,44.36,5.00E+00,755.7833333,88,4.833333333,38.16666667,3.12E+00
1/13/2016 10:00,90,20,19.2,44.06,5.00E+00,755.9,88,5,40,3.10E+00
1/13/2016 10:10,60,20,19.2,44.06,5.08E+00,756.0333333,86.83333333,5,38.16666667,2.98E+00
1/13/2016 10:20,70,20,19.2,44.09,5.17E+00,756.1666667,85.66666667,5,36.33333333,2.87E+00
1/13/2016 10:30,80,20,19.2,44.16333333,5.25E+00,756.3,84.5,5,34.5,2.75E+00
1/13/2016 10:40,60,0,19.23,44.39,5.33E+00,756.4333333,83.33333333,5,32.66666667,2.63E+00
1/13/2016 10:50,40,10,19.29,44.79666667,5.42E+00,756.5666667,82.16666667,5,30.83333333,2.52E+00
1/13/2016 11:00,30,10,19.29,45.16333333,5.50E+00,756.7,81,5,29,2.40E+00
1/13/2016 11:10,70,10,19.23,45.03,5.58E+00,756.7833333,80.16666667,5.166666667,30.83333333,2.35E+00
1/13/2016 11:20,50,10,19.29,45.73333333,5.67E+00,756.8666667,79.33333333,5.333333333,32.66666667,2.30E+00
1/13/2016 11:30,80,10,19.29,45.12666667,5.75E+00,756.95,78.5,5.5,34.5,2.25E+00
1/13/2016 11:40,80,10,19.2,44.83333333,5.83E+00,757.0333333,77.66666667,5.666666667,36.33333333,2.20E+00
1/13/2016 11:50,50,0,19.2,44.7,5.92E+00,757.1166667,76.83333333,5.833333333,38.16666667,2.15E+00
1/13/2016 12:00,40,0,19.2,44.9,6.00E+00,757.2,76,6,40,2.10E+00
